# SLIRP vectorization benchmark data
# Generated: Fri Apr 28 14:37:20 2006
# Command:   ./gather 2
# System:    svoboda (i686 Linux)

# Elements	cos	vcos	sin	vsin	sqrt	vsqrt	strlen	vstrlen

200		1.400e-05	1.511e-05	1.394e-05	1.517e-05	5.667e-06	6.222e-06	8.128e-05	5.889e-06
2000		1.248e-04	1.314e-04	1.228e-04	1.291e-04	3.889e-05	3.989e-05	1.053e-03	4.844e-05
20000		1.733e-03	1.779e-03	1.715e-03	1.760e-03	9.123e-04	9.231e-04	1.530e-02	1.933e-03
200000		1.618e-02	1.667e-02	1.610e-02	1.659e-02	8.325e-03	8.433e-03	6.181e-01	2.079e-02
2000000		1.622e-01	1.676e-01	1.606e-01	1.644e-01	7.876e-02	7.973e-02	5.149e+01	2.136e-01
