# SLIRP vectorization benchmark data
# Generated: Fri Apr 28 16:15:58 2006
# Command:   ./gather 1
# System:    starburst (sun4u SunOS)

# Elements	cos	vcos	sin	vsin	sqrt	vsqrt	strlen	vstrlen

100		5.122e-05	5.150e-05	5.106e-05	5.161e-05	1.539e-05	1.689e-05	1.429e-04	1.444e-05
1000		4.419e-04	4.291e-04	4.377e-04	4.322e-04	8.161e-05	8.800e-05	2.029e-03	5.750e-05
10000		4.395e-03	4.355e-03	4.408e-03	4.366e-03	7.694e-04	8.393e-04	2.296e-02	7.930e-04
100000		4.656e-02	4.561e-02	4.687e-02	4.605e-02	8.035e-03	8.558e-03	2.495e-01	8.353e-03
1000000		5.027e-01	4.965e-01	5.030e-01	4.999e-01	1.015e-01	1.115e-01	1.745e+01	1.937e-01
